Name,Sub-Domain,Field,Country,Description,Dataset Link,File Count,Category,Original Format,Original Size (MB),JSONL Size (MB),Total Lines,Cleaned Size (MB),Cleaned Lines,License,Last Updated,Uploaded?,Cleaned?,Verified?,Is Synthetic?,Date Added,Author,Popularity,Tags,Note
Credential Leakage in LLM Agent Skills: A Large-Scale Empirical ...,Data Security and Privacy,Cybersecurity,Global,"Credential leakage demands cross-modal analysis unique to agent skills. Among 17,022 skills, 520 (3.1%) contain 1,708 credential leakage issues—84.0% from ...",https://arxiv.org/html/2604.03070v1,1,Document,PDF,0.27,,,,,CC BY 4.0,2026-04-06,,,,,15/07/2026,,,,
Data Sharing & Regulatory Compliance,"Governance, Risk and Compliance",Cybersecurity,Global,"... regulations, requirements or security concerns that are specific to the dataset and may differ from the other data used in a research setting. Responsible data ...",https://sciwiki.fredhutch.org/datascience/compliance_legal/,,Website,HTML,,,,,,Free for commercial use,2026-06-11,,,,,15/07/2026,,,,
Role-based access control (RBAC) overview,Identity Access and Management,Cybersecurity,Global,"This page describes fine-grained authorization with role-based access control (RBAC) in Cloud Data Fusion. Enabling RBAC in your Cloud Data Fusion instances lets you control access within instances and namespaces, such as who can access Cloud Data Fusion resources and what they can do with them. Use",https://docs.cloud.google.com/data-fusion/docs/concepts/rbac,1,Website,HTML,0.14,,,,,CC BY 4.0,2026-07-10,,,,,15/07/2026,,,,
MH-1M: A 1.34 Million-Sample Comprehensive Multi-Feature Android ...,Threat Intelligence,Cybersecurity,Global,"Second, most datasets provide a narrow feature scope, often focusing on a single aspect, such as permissions or API calls. Third, many of them include a constrained and, in some cases, outdated malware taxonomy with inconsistent or poorly documented labeling criteria. TABLE I: Summarization of most ",https://arxiv.org/html/2511.00342v1,1,Document,PDF,0.20,,,,,CC BY 4.0,2025-11-04,,,,,15/07/2026,,,,
MH-1M: A 1.34 Million-Sample Comprehensive Multi-Feature Android ...,Threat Intelligence,Cybersecurity,Global,"We present MH-1M, one of the most comprehensive and up-to-date datasets for advanced Android malware research. The dataset comprises 1,340,515 applications, encompassing a wide range of features and extensive metadata. To ensure accurate malware classification, we employ the VirusTotal API, integrat",https://arxiv.org/abs/2511.00342,1,Document,PDF,0.04,,,,,CC BY 4.0,2025-11-04,,,,,15/07/2026,,,,
MH-1M: A 1.34 Million-Sample Multi-Feature Android Malware Dataset with ...,Threat Intelligence,Cybersecurity,Global,"We present MH-1M, one up-to-date dataset for advanced Android malware research. The dataset comprises 1,340,515 applications, encompassing a wide range of features and extensive metadata. To ...",https://www.nature.com/articles/s41597-025-06469-5,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
FW-Flow: A curated multi-class firewall flow dataset with engineered ...,Network Security,Cybersecurity,Global,"The dataset is derived from the publicly available Internet Firewall Data dataset provided by the UCI Machine Learning Repository (DOI: 10.24432/C5131M). The original data were collected from internet traffic records on a university firewall and comprise 65,532 multi-class labeled flow records. - FW",https://data.mendeley.com/datasets/88p4xh8td9/1,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
FG-ENTAD,Network Security,Cybersecurity,Global,This repository contains a network traffic dataset derived from real firewall logs collected from a FortiGate Next-Generation Firewall deployed in an institutional network environment. The dataset was constructed to support research on anomaly detection in network traffic using data-centric machine ,https://data.mendeley.com/datasets/g5dtm7349f,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
GGdulmina,Penetration Testing,Cybersecurity,Global,"CTF Exploit Scripts & Writeups Welcome to the CTF Exploit Scripts & Writeups repository - a production‑grade portfolio project that showcases practical offensive security skills in a clean, reproducible, and well‑documented format.",https://github.com/GGdulmina/ctf-exploit-scripts-writeups,,Repository,,0.08,,,,,MIT,2026-07-04,,,,,15/07/2026,,,,
WhitzardAgent,Penetration Testing,Cybersecurity,Global,"Category Overview ; reference, 44,453, 941MB, Documentation, cheat sheets, curated lists ; ctf, 43,174, 1.6GB, CTF writeups and exercises.",https://huggingface.co/datasets/WhitzardAgent/CyberSecurity-1M,17,Dataset,,11895.61,,,,,Apache-2.0,2026-05-27,,,,,15/07/2026,,,,
DeceptionPro,Security Operations,Cybersecurity,Global,We're on a journey to advance and democratize artificial intelligence through open source and open science.,https://huggingface.co/datasets/DeceptionPro/EDR_Telemetry_Sample/tree/main,10,Dataset,,256.42,,,,,CC BY 4.0,2026-05-04,,,,,15/07/2026,,,,
Evaluating ML Performance in EDR and XDR Systems Against ...,Security Operations,Cybersecurity,Global,Using 58 days of labeled telemetry from the Los Alamos National Laboratory (LANL) Comprehensive Multi-Source Cyber-Security Events dataset ... EDR telemetry with ...,https://www.opastpublishers.com/peer-review/evaluating-ml-performance-in-edr-and-xdr-systems-against-common-cyber-threats-10072.html,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Demystifying the Role of Rule-based Detection in AI Systems ...,Threat Intelligence,Cybersecurity,Global,"3.1), and how the select dataset is filtered by YARA rules (Sec. 3.2). We empirically analyze the effect of such a filtering on the performances at test ...",https://arxiv.org/html/2508.09652v1,1,Document,PDF,0.09,,,,,CC0-1.0,2025-08-14,,,,,15/07/2026,,,,
Writing YARA Rules That Actually Work,Threat Intelligence,Cybersecurity,Global,"Version-control your rules. Write a CI job that lints them with yara --print-module-data and runs them against a clean baseline to catch regressions. When YARA isn't enough YARA is a signature tool, not a behavioral one. For fileless malware, living-off-the-land techniques, or in-memory-only payload",https://logicsleuth.github.io/2026/03/30/yara-rules-practical.html,1,Website,HTML,0.00,,,,,CC BY 4.0,2026-06-13,,,,,15/07/2026,,,,
Smart Contract Vulnerability Dataset,Application Security,Cybersecurity,Global,"This dataset is curated for root cause analysis and automatic mitigation suggestion generation. It contains synthetic vulnerable–fixed contract pairs, ...",https://www.kaggle.com/datasets/mdahhad0/smart-contract-vulnerability-dataset,1,Dataset,,0.00,,,,,Apache-2.0,,,,,,15/07/2026,,,,
Code vulnerability detection based on augmented program ...,Application Security,Cybersecurity,Global,The increasing complexity of software systems has rendered code vulnerability detection a critical aspect of software security. While deep learning-based ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC12603219/,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
A zero-shot framework for cross-project vulnerability detection in ...,Application Security,Cybersecurity,Global,"The combined dataset comprises a total of 30,260 code samples, with 14,700 labelled as vulnerable and 15,560 as non-vulnerable. Devign focuses on real-world vulnerability scenarios extracted from large-scale open-source projects such as FFmpeg and Qemu, providing a diverse set of challenging example",https://link.springer.com/article/10.1007/s10664-025-10749-4,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Top 10 Cloud Security Misconfigurations and How to Prevent Them,Cloud Security,Cybersecurity,Global,"Top 10 cloud security misconfigurations causing 95% of breaches. Fix IAM, storage, encryption, logging, and network vulnerabilities.",https://hyscaler.com/insights/top-cloud-security-misconfigurations/,1,Website,HTML,0.83,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
NEXORA PII Redaction & Compliance Dataset,"Governance, Risk and Compliance",Cybersecurity,Global,"14 Sept 2025 ... This dataset contains 10,000 records of document-level metadata related to PII detection, redaction, and compliance auditing. It is designed for research and ...",https://www.kaggle.com/datasets/rohankumar911/nexora,1,Dataset,,0.00,,,,,CC0-1.0,,,,,,15/07/2026,,,,
CAPID: Context-Aware PII Detection for Question-Answering Systems,Data Security and Privacy,Cybersecurity,Global,"To fill this gap, we propose a synthetic data generation pipeline that leverages LLMs to produce a diverse, domain-rich dataset spanning multiple PII types and ...",https://aclanthology.org/2026.eacl-srw.23/,1,Website,HTML,0.01,,,,,CC BY 4.0,2026-07-15,,,,,15/07/2026,,,,
REST API response with or without PII (synthetic & labeled),Data Security and Privacy,Cybersecurity,Global,The purpose is to be used to train machine learning models to detect whether some REST API endpoints might leaks PII sensitive data and to assess the severity ...,https://data.mendeley.com/datasets/2965grswcp,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Data Security Compliance: A Step-by-Step Guide,"Governance, Risk and Compliance",Cybersecurity,Global,"Learn how to achieve data security compliance with our step-by-step guide. Explore key regulations, best practices, and compliance requirements.",https://qualysec.com/data-security-compliance/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
ForensicsData: a Digital Forensics Dataset for Large Language Models,Incident Response and Forensics,Cybersecurity,Global,"The dataset incorporates rich Question-Context-Answer annotations specifically tailored for digital forensics applications, providing a valuable resource for training and evaluating forensic analysis tools.",https://arxiv.org/html/2509.05331,1,Document,PDF,0.08,,,,,CC BY 4.0,2025-09-09,,,,,15/07/2026,,,,
icdfa,Incident Response and Forensics,Cybersecurity,Global,"This comprehensive lab package provides hands-on experience building, training, and deploying AI models for digital forensic analysis. Students will learn machine learning fundamentals, work with forensic datasets, train multiple model types, and apply them to real forensic analysis tasks.",https://github.com/icdfa/INT411-AI-for-Forensics-,,Repository,,0.05,,,,,Apache-2.0,2026-07-05,,,,,15/07/2026,,,,
[2509.05331v1] ForensicsData: A Digital Forensics Dataset for Large ...,Incident Response and Forensics,Cybersecurity,Global,"The growing complexity of cyber incidents presents significant challenges for digital forensic investigators, especially in evidence collection and analysis. Public resources are still limited because of ethical, legal, and privacy concerns, even though realistic datasets are necessary to support re",https://arxiv.org/abs/2509.05331v1,1,Document,PDF,0.04,,,,,CC BY 4.0,2025-09-09,,,,,15/07/2026,,,,
Investigating Oversampling Techniques to Mitigate Class Imbalance ...,Network Security,Cybersecurity,Global,Network Intrusion Detection Systems (NIDS) play a crucial role in safeguarding computer networks against increasingly sophisticated cyber threats.,https://www.sciltp.com/journals/pc/articles/2601002807,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Frontiers,Network Security,Cybersecurity,Global,Evaluation on an independent benchmark dataset confirmed the strong generalizability and robustness of the proposed model across diverse intrusion scenarios. These findings highlight the effectiveness of the hybrid ensemble framework in significantly improving intrusion detection capabilities within,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1625891/full,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
PentesterFlow,Penetration Testing,Cybersecurity,Global,"Offensive Security Dataset Generator — An MCP server that generates high-quality, multi-turn pentesting conversation datasets for fine-tuning security-focused LLMs. Built for training models like Qwen3.5 to think and act like professional penetration testers.",https://github.com/PentesterFlow/OffensiveSET,,Repository,,4.34,,,,,MIT,2026-04-02,,,,,15/07/2026,,,,
Free Pentest Tools for web app and network security testing,Cloud Security,Cybersecurity,Global,Free pentesting tools that improve and speed up security testing. Pre-configured to find security vulnerabilities and misconfigurations fast. Cloud-based.,https://pentest-tools.com/for/free,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Trendyol,Penetration Testing,Cybersecurity,Global,We're on a journey to advance and democratize artificial intelligence through open source and open science.,https://huggingface.co/datasets/Trendyol/Trendyol-Cybersecurity-Instruction-Tuning-Dataset,1,Dataset,,185.98,,,,,Apache-2.0,2025-07-30,,,,,15/07/2026,,,,
22 Best OCR Datasets for Machine Learning,Penetration Testing,Cybersecurity,Global,"Train Machine Learning Models Faster with 15 Best Open-source Handwriting & OCR Datasets. Because of free data availability, the cost of developing the application is reduced significantly.",https://www.shaip.com/blog/15-best-opensource-handwriting-dataset/,,Website,HTML,,,,,,Free for commercial use,2026-07-15,,,,,15/07/2026,,,,
CORTEX: Collaborative LLM Agents for High-Stakes Alert Triage,Security Operations,Cybersecurity,Global,"To support training and evaluation, we release a dataset of fine-grained SOC investigations from production environments, capturing step-by-step analyst actions and linked tool outputs. Across diverse enterprise scenarios, CORTEX substantially reduces false positives and improves investigation quali",https://arxiv.org/abs/2510.00311v1,1,Document,PDF,0.04,,,,,CC BY 4.0,2025-10-02,,,,,15/07/2026,,,,
juhanimerilehto,Threat Intelligence,Cybersecurity,Global,"This repository contains the reproduction of the study ""Malware Detection based on API calls"" by Fellicious et al. (2025). Our independent replication validates and extends the original findings on order-invariant API call frequency analysis for malware detection.",https://github.com/juhanimerilehto/malware-detection-with-api-calls,,Repository,,13.08,,,,,MIT,2026-01-14,,,,,15/07/2026,,,,
